Enter a combination of
enter a combination of
Passwords should be
passwords should be
Passwords must contain
passwords must contain
Make sure
make sure
Please use only
please use only
Passwords must be
passwords must be
6 or more
8 or more
At least 
at least 
a number
a letter
Strong passwords
strong passwords
letters
numbers
Password is too
password is too
